Dataset,Euclidean,StringEditDistance,ScanMatch,SequenceScore
ScanDDM,0.1855006073488687,8.803820439825875,0.3249226458874494,0.43172927192695765
DDM-DINO,0.1550162382461542,8.634870534055318,0.36547189457714857,0.5368449733309124
ART,0.10166120806022515,8.79059298189733,0.45860348872117035,0.5851756697115691
