ID,Euclidean,StringEditDistance,ScanMatch,SequenceScore
34573.0,0.10397153643994965,6.5,0.44342472527099447,0.616208553314209
46954.0,0.1443389376536106,10.333333333333334,0.40034413527928825,0.6605218648910522
15021.0,0.10780501068436729,9.625,0.46752861679034746,0.6872023344039917
6987.0,0.09102841052791238,8.222222222222221,0.4157523698581078,0.504826009273529
42880.0,0.07538604918381087,6.5,0.5076210502193259,0.6466991305351257
49168.0,0.06226971541734415,5.4,0.537304763522015,0.6139682531356812
41720.0,0.10461170794314219,8.1,0.4400772641885493,0.4719444215297699
47953.0,0.13708982853348448,7.888888888888889,0.3651526800680306,0.6499118208885193
43376.0,0.08732282257364939,8.0,0.5408644291006348,0.6430555582046509
13769.0,0.10263266837598657,7.1,0.4807240359598487,0.6357936263084412
24150.0,0.09503824538390286,9.0,0.4775339591947536,0.696239173412323
11023.0,0.1153864904863621,6.230769230769231,0.44421768116888116,0.5865384340286255
18170.0,0.11893381846066688,9.222222222222221,0.46269176142385376,0.625
26844.0,0.050788044107746254,8.555555555555555,0.5038768866455869,0.5185185074806213
13450.0,0.14994529767007753,16.0,0.28651978681722506,0.30851855874061584
4519.0,0.11777845858589633,7.428571428571429,0.4200277470686548,0.5330498814582825
25205.0,0.07831365877317699,7.3,0.5155941510381503,0.6678571701049805
31560.0,0.07661295925733007,9.777777777777779,0.4982148053139395,0.6714064478874207
9233.0,0.07475214233525926,6.555555555555555,0.506846408034484,0.715608537197113
13520.0,0.04609824084834588,8.375,0.5640001634604275,0.5710227489471436
21728.0,0.08320490731034133,8.0,0.5253252865422634,0.5892857313156128
2939.0,0.1306876083807936,12.0,0.31359547594287285,0.28718701004981995
5340.0,0.11363065638862381,8.5,0.4562401876016998,0.710678219795227
18264.0,0.0621079295329402,8.6,0.5322229280629576,0.5569444894790649
1434.0,0.07763510159443417,7.1,0.42564697524412914,0.6035715341567993
9629.0,0.07687382699771306,9.1,0.49003745932808773,0.5912517309188843
48437.0,0.0850441261925918,10.0,0.4618054665575954,0.5303030014038086
44227.0,0.10846601330466744,6.375,0.47927744854666293,0.3335813283920288
1273.0,0.060000499653146994,7.888888888888889,0.6224197760058116,0.724847674369812
19127.0,0.06550801004403312,7.222222222222222,0.5406144825042639,0.590615451335907
21926.0,0.08482185171643833,9.777777777777779,0.4974096996732374,0.5764482617378235
6845.0,0.10856801506359101,10.2,0.4475495160636365,0.6342857480049133
5700.0,0.08959250218984713,5.8,0.4691349249869739,0.6380952596664429
7546.0,0.12825933914741847,9.461538461538462,0.4068032375854245,0.667628824710846
10047.0,0.10915249088344096,6.8,0.4101910121101609,0.5624206066131592
20495.0,0.08056740718695081,7.4,0.4978123484430337,0.7414141297340393
11989.0,0.0806544638481969,9.285714285714286,0.464973700045393,0.6379870176315308
11990.0,0.100926028737079,9.76923076923077,0.5318269621394511,0.7877921462059021
6873.0,0.09798020926989474,11.4,0.5136499582034857,0.5852380990982056
11988.0,0.06549138648633428,10.4,0.3966902120467174,0.5097689032554626
5215.0,0.11536612998702364,8.11111111111111,0.5031111027075199,0.6325035691261292
11986.0,0.0797180842535631,7.4,0.5353059926778623,0.6885714530944824
5670.0,0.08574401372716331,6.2,0.5074873764246199,0.5444444417953491
12399.0,0.07847953774623946,9.333333333333334,0.5012427251802242,0.5532407164573669
47452.0,0.07946367935781583,8.444444444444445,0.5149482544799561,0.6759881377220154
17828.0,0.0688916555726157,10.214285714285714,0.49599180983765734,0.606665313243866
746.0,0.06502847413394981,6.2,0.6163711053755037,0.6000000238418579
33831.0,0.0940384523900182,10.375,0.4215422964873266,0.54880291223526
17829.0,0.17996606391344477,16.625,0.347583136445709,0.5921977758407593
40288.0,0.10082307803263349,9.0,0.3801614857898572,0.46491703391075134
13340.0,0.1525617066918483,10.666666666666666,0.4118600987198679,0.565432071685791
745.0,0.0681029620277462,7.0,0.606412342714099,0.6934524178504944
5143.0,0.08358029599070115,7.9,0.45132317971573005,0.5846969485282898
45681.0,0.127336972020226,14.0,0.37679045924500865,0.40833330154418945
19744.0,0.1552507383995833,5.5,0.3893927737493839,0.43755674362182617
5144.0,0.07741236126519793,10.875,0.3821285282990281,0.5568181872367859
10768.0,0.05742746319261216,7.2,0.5927782293084068,0.7898809313774109
11212.0,0.07920470196087573,6.5,0.5245205884033654,0.6439285278320312
46501.0,0.1324257158179148,7.7,0.3516806299899286,0.314047634601593
24435.0,0.08223959486367077,8.444444444444445,0.5196378183412417,0.43852412700653076
31619.0,0.06721284148614308,6.111111111111111,0.617544899228771,0.7606902122497559
37712.0,0.1107024360150027,12.4,0.4218866747735528,0.6308225393295288
3130.0,0.1816378246266408,9.1,0.284661195838638,0.46849411725997925
23882.0,0.13149981584764603,10.555555555555555,0.388240256233692,0.1826821267604828
23182.0,0.09351100733012188,10.1,0.5386450006075939,0.7805555462837219
5154.0,0.07946093832778856,11.0,0.5149284794855791,0.6727272272109985
26006.0,0.07599603745320654,11.375,0.4929246424590803,0.5458188056945801
11191.0,0.11411320331382845,6.0,0.4635495090579523,0.5624338984489441
7240.0,0.11883282745964228,8.785714285714286,0.4473588997305917,0.5555271506309509
23583.0,0.1094300585267002,10.857142857142858,0.49496933854150144,0.7302697896957397
16478.0,0.13676296882339617,6.0,0.3869791979490453,0.45250001549720764
35148.0,0.06938425214160583,8.857142857142858,0.3783395536571512,0.4207482933998108
7625.0,0.11766594321293763,8.9,0.444483401381773,0.566987156867981
38111.0,0.15131496076605577,9.444444444444445,0.36475689808886996,0.5756453275680542
13851.0,0.15686312997545573,9.0,0.3772025705877947,0.5566655993461609
37838.0,0.1583026544058477,9.333333333333334,0.3871734702659315,0.571212112903595
8368.0,0.10719044075907969,9.0,0.45832262050414097,0.6405302882194519
11102.0,0.10029157740161761,9.8,0.46411688266790285,0.5460678935050964
30735.0,0.16374278051091545,12.0,0.3326128190081052,0.5857575535774231
29449.0,0.11478369079867916,7.333333333333333,0.3992260648101087,0.585185170173645
8700.0,0.1312711731786871,8.375,0.4104622150321018,0.5862367153167725
38270.0,0.04632027001170988,5.777777777777778,0.5923122356649079,0.7522045969963074
25889.0,0.09720238956019024,10.8,0.4523208837754801,0.5633333325386047
15975.0,0.10665091164010358,6.5,0.5246086915515192,0.629365086555481
8352.0,0.07028384797074202,8.5,0.552479619621775,0.6910714507102966
15976.0,0.10276778734024476,6.9,0.48282312067849154,0.6925397515296936
16241.0,0.10667873271685642,11.9,0.5270915792490201,0.714776873588562
44428.0,0.10536041695311563,7.9,0.43664085507176065,0.6419264078140259
46856.0,0.03908857221913251,8.0,0.20992924141061717,0.27075397968292236
34939.0,0.18746798126051412,10.8,0.28686643096315695,0.4076809883117676
44427.0,0.1251864202330125,9.333333333333334,0.4381086895878923,0.6227272748947144
46777.0,0.16351515075875497,9.11111111111111,0.4281406129139146,0.6489858627319336
